"state","placefp14","cbsa","stab","placefp","placenm","placenm14","cbsaname15","pop10","afact"
"FIPS state","placefp14","CBSA current as of CBSAyr","State Postal Code","placefp","placenm","Place Name 2014","2015 CBSA Name","Total Pop, 2010 census","placefp14 to cbsa alloc factor"
"53","15185","36020","WA"," "," ","Coupeville town, WA","Oak Harbor, WA (Micro)",1831,1 
"53","15290","42660","WA"," "," ","Covington city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",17565,1 
"53","15325","49420","WA"," "," ","Cowiche CDP, WA","Yakima, WA (Metro)",428,1 
"53","15710"," ","WA"," "," ","Creston town, WA"," ",236,1 
"53","15780","42660","WA"," "," ","Crocker CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1268,1 
"53","16165"," ","WA"," "," ","Curlew CDP, WA"," ",118,1 
"53","16170"," ","WA"," "," ","Curlew Lake CDP, WA"," ",462,1 
"53","16340","44060","WA"," "," ","Cusick town, WA","Spokane-Spokane Valley, WA (Metro)",207,1 
"53","16375","13380","WA"," "," ","Custer CDP, WA","Bellingham, WA (Metro)",366,1 
"53","16550"," ","WA"," "," ","Dallesport CDP, WA"," ",1202,1 
"53","16585"," ","WA"," "," ","Danville CDP, WA"," ",34,1 
"53","16690","42660","WA"," "," ","Darrington town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1347,1 
"53","16760","42660","WA"," "," ","Dash Point CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",931,1 
"53","16795"," ","WA"," "," ","Davenport city, WA"," ",1734,1 
"53","16970","47460","WA"," "," ","Dayton city, WA","Walla Walla, WA (Metro)",2526,1 
"53","17215"," ","WA"," "," ","Deep River CDP, WA"," ",204,1 
"53","17320","44060","WA"," "," ","Deer Park city, WA","Spokane-Spokane Valley, WA (Metro)",3652,1 
"53","17495","13380","WA"," "," ","Deming CDP, WA","Bellingham, WA (Metro)",353,1 
"53","17617","34180","WA"," "," ","Desert Aire CDP, WA","Moses Lake, WA (Micro)",1626,1 
"53","17635","42660","WA"," "," ","Des Moines city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",29673,1 
"53","17880"," ","WA"," "," ","Disautel CDP, WA"," ",78,1 
"53","18055","47460","WA"," "," ","Dixie CDP, WA","Walla Walla, WA (Metro)",197,1 
"53","18198","38900","WA"," "," ","5318198","Portland-Vancouver-Hillsboro, OR-WA (Metro)",1108,1 
"53","18265","49420","WA"," "," ","Donald CDP, WA","Yakima, WA (Metro)",91,1 
"53","18775","38900","WA"," "," ","Duluth CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",1544,1 
"53","18965","42660","WA"," "," ","DuPont city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",8199,1 
"53","19035","42660","WA"," "," ","Duvall city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6695,1 
"53","19290"," ","WA"," "," ","East Cathlamet CDP, WA"," ",491,1 
"53","19630","42660","WA"," "," ","Eastmont CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",20103,1 
"53","19700","21260","WA"," "," ","Easton CDP, WA","Ellensburg, WA (Micro)",478,1 
"53","19770","14740","WA"," "," ","East Port Orchard CDP, WA","Bremerton-Silverdale, WA (Metro)",4665,1 
"53","19857","42660","WA"," "," ","East Renton Highlands CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",11012,1 
"53","20155","48300","WA"," "," ","East Wenatchee city, WA","Wenatchee, WA (Metro)",13190,1 
"53","20260","42660","WA"," "," ","Eatonville town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2758,1 
"53","20645","42660","WA"," "," ","Edgewood city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",9387,1 
"53","20680","34580","WA"," "," ","Edison CDP, WA","Mount Vernon-Anacortes, WA (Metro)",133,1 
"53","20750","42660","WA"," "," ","Edmonds city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",39709,1 
"53","20890","42660","WA"," "," ","Elbe CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",29,1 
"53","21030","34180","WA"," "," ","Electric City city, WA","Moses Lake, WA (Micro)",968,1 
"53","21205","42660","WA"," "," ","Elk Plain CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",14205,1 
"53","21240","21260","WA"," "," ","Ellensburg city, WA","Ellensburg, WA (Micro)",18251,1 
"53","21450","10140","WA"," "," ","Elma city, WA","Aberdeen, WA (Micro)",3107,1 
"53","21485"," ","WA"," "," ","Elmer City town, WA"," ",238,1 
"53","21730","39420","WA"," "," ","Endicott town, WA","Pullman, WA (Micro)",289,1 
"53","21800","14740","WA"," "," ","Enetai CDP, WA","Bremerton-Silverdale, WA (Metro)",2286,1 
"53","22010","48300","WA"," "," ","Entiat city, WA","Wenatchee, WA (Metro)",1112,1 
"53","22045","42660","WA"," "," ","Enumclaw city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",11123,1 
"53","22080","34180","WA"," "," ","Ephrata city, WA","Moses Lake, WA (Micro)",7664,1 
"53","22118","14740","WA"," "," ","Erlands Point-Kitsap Lake CDP, WA","Bremerton-Silverdale, WA (Metro)",2935,1 
"53","22150","49420","WA"," "," ","Eschbach CDP, WA","Yakima, WA (Metro)",415,1 
"53","22255","42660","WA"," "," ","Esperance CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3601,1 
"53","22640","42660","WA"," "," ","Everett city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",103017,1 
"53","22745","13380","WA"," "," ","Everson city, WA","Bellingham, WA (Metro)",2488,1 
"53","22955","44060","WA"," "," ","Fairchild AFB CDP, WA","Spokane-Spokane Valley, WA (Metro)",2776,1 
"53","22990","44060","WA"," "," ","Fairfield town, WA","Spokane-Spokane Valley, WA (Metro)",612,1 
"53","23160","42660","WA"," "," ","Fairwood CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",18204,1 
"53","23165","44060","WA"," "," ","Fairwood CDP, WA","Spokane-Spokane Valley, WA (Metro)",7905,1 
"53","23200","42660","WA"," "," ","Fall City CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1993,1 
"53","23340","39420","WA"," "," ","Farmington town, WA","Pullman, WA (Micro)",146,1 
"53","23515","42660","WA"," "," ","Federal Way city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",89306,1 
"53","23550","38900","WA"," "," ","Felida CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",7385,1 
"53","23620","13380","WA"," "," ","Ferndale city, WA","Bellingham, WA (Metro)",11433,1 
"53","23690","38900","WA"," "," ","Fern Prairie CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",1884,1 
"53","23795","42660","WA"," "," ","Fife city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",9173,1 
"53","23830","42660","WA"," "," ","Fife Heights CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1984,1 
"53","23865","28420","WA"," "," ","Finley CDP, WA","Kennewick-Richland, WA (Metro)",6012,1 
"53","23970","42660","WA"," "," ","Fircrest city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6497,1 
"53","24188","38900","WA"," "," ","Five Corners CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",18159,1 
"53","24425","42660","WA"," "," ","Fobes Hill CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2418,1 
"53","24565","16500","WA"," "," ","Fords Prairie CDP, WA","Centralia, WA (Micro)",1792,1 
"53","24810","38820","WA"," "," ","Forks city, WA","Port Angeles, WA (Micro)",3532,1 
"53","24915","42660","WA"," "," ","Fort Lewis CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",11046,1 
"53","25300","44060","WA"," "," ","Four Lakes CDP, WA","Spokane-Spokane Valley, WA (Metro)",512,1 
"53","25370","42660","WA"," "," ","Fox Island CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3633,1 
"53","25475","42660","WA"," "," ","Frederickson CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",18719,1 
"53","25510","36020","WA"," "," ","Freeland CDP, WA","Oak Harbor, WA (Micro)",2045,1 
"53","25615"," ","WA"," "," ","Friday Harbor town, WA"," ",2162,1 
"53","26140","39420","WA"," "," ","Garfield town, WA","Pullman, WA (Micro)",597,1 
"53","26245","47460","WA"," "," ","Garrett CDP, WA","Walla Walla, WA (Metro)",1419,1 
"53","26420","13380","WA"," "," ","Geneva CDP, WA","Bellingham, WA (Metro)",2309,1 
"53","26455","34180","WA"," "," ","George city, WA","Moses Lake, WA (Micro)",501,1 
"53","26735","42660","WA"," "," ","Gig Harbor city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",7126,1 
"53","26875","13380","WA"," "," ","Glacier CDP, WA","Bellingham, WA (Metro)",211,1 
"53","26945","49420","WA"," "," ","Gleed CDP, WA","Yakima, WA (Metro)",2906,1 
"53","27225"," ","WA"," "," ","5327225"," ",122,1 
"53","27365","42660","WA"," "," ","Gold Bar city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2075,1 
"53","27435"," ","WA"," "," ","Goldendale city, WA"," ",3407,1 
"53","27680","14740","WA"," "," ","Gorst CDP, WA","Bremerton-Silverdale, WA (Metro)",592,1 
"53","27785","42660","WA"," "," ","Graham CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",23491,1 
"53","27855","34180","WA"," "," ","Grand Coulee city, WA","Moses Lake, WA (Micro)",1005,1 
"53","27890","36500","WA"," "," ","Grand Mound CDP, WA","Olympia-Tumwater, WA (Metro)",2981,1 
"53","27925","49420","WA"," "," ","Grandview city, WA","Yakima, WA (Metro)",10862,1 
"53","27960","49420","WA"," "," ","Granger city, WA","Yakima, WA (Metro)",3246,1 
"53","27995","42660","WA"," "," ","Granite Falls city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3364,1 
"53","28135","43220","WA"," "," ","Grapeview CDP, WA","Shelton, WA (Micro)",954,1 
"53","28345","10140","WA"," "," ","Grayland CDP, WA","Aberdeen, WA (Micro)",953,1 
"53","28450"," ","WA"," "," ","Grays River CDP, WA"," ",263,1 
"53","28590","44060","WA"," "," ","Green Bluff CDP, WA","Spokane-Spokane Valley, WA (Metro)",761,1 
"53","28695","42660","WA"," "," ","Greenwater CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",67,1 
"53","29255","34580","WA"," "," ","Hamilton town, WA","Mount Vernon-Anacortes, WA (Metro)",301,1 
"53","29430","14740","WA"," "," ","Hansville CDP, WA","Bremerton-Silverdale, WA (Metro)",3091,1 
"53","29710","49420","WA"," "," ","Harrah town, WA","Yakima, WA (Metro)",625,1 
"53","29745"," ","WA"," "," ","Harrington city, WA"," ",424,1 
"53","29920","34180","WA"," "," ","Hartline town, WA","Moses Lake, WA (Micro)",151,1 
"53","30030","42660","WA"," "," ","Hat Island CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",41,1 
"53","30060","36830","WA"," "," ","Hatton town, WA","Othello, WA (Micro)",101,1 
"53","30305","38900","WA"," "," ","Hazel Dell CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",19435,1 
"53","30690","42660","WA"," "," ","Herron Island CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",151,1 
"53","30750","42660","WA"," "," ","High Bridge CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2994,1 
"53","31495","42660","WA"," "," ","Hobart CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6221,1 
"53","31530","38900","WA"," "," ","Hockinson CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",4560,1 
"53","31540","10140","WA"," "," ","Hogans Corner CDP, WA","Aberdeen, WA (Micro)",85,1 
"53","31985","42660","WA"," "," ","Home CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1377,1 
"53","32125","43220","WA"," "," ","Hoodsport CDP, WA","Shelton, WA (Micro)",376,1 
"53","32300","10140","WA"," "," ","Hoquiam city, WA","Aberdeen, WA (Micro)",8726,1 
"53","32650","10140","WA"," "," ","Humptulips CDP, WA","Aberdeen, WA (Micro)",255,1 
"53","32755","42660","WA"," "," ","Hunts Point town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",394,1 
"53","33000"," ","WA"," "," ","Ilwaco city, WA"," ",936,1 
"53","33105"," ","WA"," "," ","Inchelium CDP, WA"," ",409,1 
"53","33175","42660","WA"," "," ","Index town, WA","Seattle-Tacoma-Bellevue, WA (Metro)",178,1 
"53","33280","14740","WA"," "," ","Indianola CDP, WA","Bremerton-Silverdale, WA (Metro)",3500,1 
"53","33560","44060","WA"," "," ","Ione town, WA","Spokane-Spokane Valley, WA (Metro)",447,1 
"53","33805","42660","WA"," "," ","Issaquah city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",30434,1 
"53","33890","38820","WA"," "," ","Jamestown CDP, WA","Port Angeles, WA (Micro)",361,1 
"53","34470","10140","WA"," "," ","Junction City CDP, WA","Aberdeen, WA (Micro)",18,1 
"53","34575","28420","WA"," "," ","Kahlotus city, WA","Kennewick-Richland, WA (Metro)",193,1 
"53","34645","31020","WA"," "," ","Kalama city, WA","Longview, WA (Metro)",2344,1 
"53","34890","42660","WA"," "," ","Kapowsin CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",333,1 
"53","34915","42660","WA"," "," ","5334915","Seattle-Tacoma-Bellevue, WA (Metro)",1577,1 
"53","34960"," ","WA"," "," ","Keller CDP, WA"," ",234,1 
"53","35065","31020","WA"," "," ","Kelso city, WA","Longview, WA (Metro)",11925,1 
"53","35135","13380","WA"," "," ","Kendall CDP, WA","Bellingham, WA (Metro)",191,1 
"53","35170","42660","WA"," "," ","Kenmore city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",20463,1 
"53","35275","28420","WA"," "," ","Kennewick city, WA","Kennewick-Richland, WA (Metro)",73911,1 
"53","35415","42660","WA"," "," ","Kent city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",118589,1 
"53","35450","42660","WA"," "," ","Ketron Island CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",17,1 
"53","35485","44060","WA"," "," ","Kettle Falls city, WA","Spokane-Spokane Valley, WA (Metro)",1606,1 
"53","35555","42660","WA"," "," ","Key Center CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3692,1 
"53","35625","14740","WA"," "," ","Keyport CDP, WA","Bremerton-Silverdale, WA (Metro)",554,1 
"53","35870","14740","WA"," "," ","Kingston CDP, WA","Bremerton-Silverdale, WA (Metro)",2099,1 
"53","35940","42660","WA"," "," ","Kirkland city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",80585,1 
"53","36045","21260","WA"," "," ","Kittitas city, WA","Ellensburg, WA (Micro)",1381,1 
"53","36101","42660","WA"," "," ","5336101","Seattle-Tacoma-Bellevue, WA (Metro)",10674,1 
"53","36115"," ","WA"," "," ","Klickitat CDP, WA"," ",362,1 
"53","36395","34180","WA"," "," ","Krupp town, WA","Moses Lake, WA (Micro)",48,1 
"53","36710","38900","WA"," "," ","La Center city, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",2959,1 
"53","36745","36500","WA"," "," ","Lacey city, WA","Olympia-Tumwater, WA (Metro)",42393,1 
"53","36780","34580","WA"," "," ","La Conner town, WA","Mount Vernon-Anacortes, WA (Metro)",891,1 
"53","36850","39420","WA"," "," ","LaCrosse town, WA","Pullman, WA (Micro)",313,1 
"53","36920","42660","WA"," "," ","La Grande CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",109,1 
"53","37077","42660","WA"," "," ","Lake Bosworth CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",667,1 
"53","37100","42660","WA"," "," ","Lake Cassidy CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3415,1 
"53","37105","34580","WA"," "," ","Lake Cavanaugh CDP, WA","Mount Vernon-Anacortes, WA (Metro)",167,1 
"53","37270","42660","WA"," "," ","Lake Forest Park city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",12599,1 
"53","37287","42660","WA"," "," ","Lake Goodwin CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3569,1 
"53","37345","42660","WA"," "," ","Lake Holm CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3221,1 
"53","37415","42660","WA"," "," ","Lake Ketchum CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",930,1 
"53","37420","42660","WA"," "," ","Lakeland North CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",12942,1 
"53","37430","42660","WA"," "," ","Lakeland South CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",11576,1 
"53","37526","34580","WA"," "," ","Lake McMurray CDP, WA","Mount Vernon-Anacortes, WA (Metro)",192,1 
"53","37538","42660","WA"," "," ","Lake Marcel-Stillwater CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1277,1 
"53","37567","42660","WA"," "," ","Lake Morton-Berrydale CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",10160,1 
"53","37672","42660","WA"," "," ","Lake Roesiger CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",503,1 
"53","37830","38900","WA"," "," ","Lake Shore CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",6571,1 
"53","37900","42660","WA"," "," ","Lake Stevens city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",28069,1 
"53","37917","42660","WA"," "," ","Lake Stickney CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",7777,1 
"53","37920","42660","WA"," "," ","Lake Tapps CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",11859,1 
"53","37926","34180","WA"," "," ","Lakeview CDP, WA","Moses Lake, WA (Micro)",915,1 
"53","38038","42660","WA"," "," ","Lakewood city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",58163,1 
"53","38215","39420","WA"," "," ","Lamont town, WA","Pullman, WA (Micro)",70,1 
"53","38355","36020","WA"," "," ","Langley city, WA","Oak Harbor, WA (Micro)",1035,1 
"53","38420","42660","WA"," "," ","Larch Way CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3318,1 
"53","38495","44060","WA"," "," ","Latah town, WA","Spokane-Spokane Valley, WA (Metro)",183,1 
"53","38705"," ","WA"," "," ","Laurier CDP, WA"," ",1,1 
"53","38845","48300","WA"," "," ","Leavenworth city, WA","Wenatchee, WA (Metro)",1965,1 
"53","38880"," ","WA"," "," ","Lebam CDP, WA"," ",160,1 
"53","39212","38900","WA"," "," ","Lewisville CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",1690,1 
"53","39335","44060","WA"," "," ","Liberty Lake city, WA","Spokane-Spokane Valley, WA (Metro)",7591,1 
"53","39510","36830","WA"," "," ","Lind town, WA","Othello, WA (Micro)",564,1 
"53","39860","42660","WA"," "," ","Lochsloy CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2533,1 
"53","39930","14740","WA"," "," ","Lofall CDP, WA","Bremerton-Silverdale, WA (Metro)",2289,1 
"53","40070"," ","WA"," "," ","Long Beach city, WA"," ",1392,1 
"53","40105","42660","WA"," "," ","Longbranch CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3784,1 
"53","40245","31020","WA"," "," ","Longview city, WA","Longview, WA (Metro)",36759,1 
"53","40270","31020","WA"," "," ","Longview Heights CDP, WA","Longview, WA (Metro)",3782,1 
"53","40350"," ","WA"," "," ","Loomis CDP, WA"," ",159,1 
"53","40385","44060","WA"," "," ","Loon Lake CDP, WA","Spokane-Spokane Valley, WA (Metro)",783,1 
"53","40570"," ","WA"," "," ","Lower Elochoman CDP, WA"," ",185,1 
"53","40735"," ","WA"," "," ","Lyle CDP, WA"," ",499,1 
"53","40770","34580","WA"," "," ","Lyman town, WA","Mount Vernon-Anacortes, WA (Metro)",438,1 
"53","40805","13380","WA"," "," ","Lynden city, WA","Bellingham, WA (Metro)",11993,1 
"53","40840","42660","WA"," "," ","Lynnwood city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",35836,1 
"53","40980","49420","WA"," "," ","Mabton city, WA","Yakima, WA (Metro)",2286,1 
"53","41155","42660","WA"," "," ","McChord AFB CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2507,1 
"53","41225","10140","WA"," "," ","McCleary city, WA","Aberdeen, WA (Micro)",1653,1 
"53","41470","42660","WA"," "," ","Machias CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1178,1 
"53","41645","42660","WA"," "," ","McKenna CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",716,1 
"53","41785","42660","WA"," "," ","McMillin CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1547,1 
"53","42275","39420","WA"," "," ","Malden town, WA","Pullman, WA (Micro)",203,1 
"53","42310"," ","WA"," "," ","Malo CDP, WA"," ",28,1 
"53","42345","10140","WA"," "," ","Malone CDP, WA","Aberdeen, WA (Micro)",475,1 
"53","42380"," ","WA"," "," ","Malott CDP, WA"," ",487,1 
"53","42415","42660","WA"," "," ","Maltby CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",10864,1 
"53","42450","14740","WA"," "," ","Manchester CDP, WA","Bremerton-Silverdale, WA (Metro)",5413,1 
"53","42800","48300","WA"," "," ","Mansfield town, WA","Wenatchee, WA (Metro)",320,1 
"53","42835","48300","WA"," "," ","Manson CDP, WA","Wenatchee, WA (Metro)",1468,1 
"53","43010","13380","WA"," "," ","Maple Falls CDP, WA","Bellingham, WA (Metro)",324,1 
"53","43062","42660","WA"," "," ","Maple Heights-Lake Desire CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3152,1 
"53","43150","42660","WA"," "," ","Maple Valley city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",22684,1 
"53","43255","42660","WA"," "," ","Maplewood CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",5138,1 
"53","43325","34580","WA"," "," ","Marblemount CDP, WA","Mount Vernon-Anacortes, WA (Metro)",203,1 
"53","43395","44060","WA"," "," ","Marcus town, WA","Spokane-Spokane Valley, WA (Metro)",183,1 
"53","43491","13380","WA"," "," ","Marietta-Alderwood CDP, WA","Bellingham, WA (Metro)",3904,1 
"53","43640","10140","WA"," "," ","Markham CDP, WA","Aberdeen, WA (Micro)",111,1 
"53","43762"," ","WA"," "," ","Marrowstone CDP, WA"," ",844,1 
"53","43815","42660","WA"," "," ","Martha Lake CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",15473,1 
"53","43885"," ","WA"," "," ","Maryhill CDP, WA"," ",58,1 
"53","43955","42660","WA"," "," ","Marysville city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",60020,1 
"53","44165","34180","WA"," "," ","Mattawa town, WA","Moses Lake, WA (Micro)",4437,1 
"53","44260","42660","WA"," "," ","May Creek CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",818,1 
"53","44480","44060","WA"," "," ","Mead CDP, WA","Spokane-Spokane Valley, WA (Metro)",7275,1 
"53","44585","42660","WA"," "," ","Meadowdale CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2826,1 
"53","44620","38900","WA"," "," ","Meadow Glade CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",2495,1 
"53","44690","44060","WA"," "," ","Medical Lake city, WA","Spokane-Spokane Valley, WA (Metro)",5060,1 
"53","44725","42660","WA"," "," ","Medina city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",2969,1 
"53","45005","42660","WA"," "," ","Mercer Island city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",22699,1 
"53","45180","28420","WA"," "," ","Mesa city, WA","Kennewick-Richland, WA (Metro)",489,1 
"53","45285","44060","WA"," "," ","Metaline town, WA","Spokane-Spokane Valley, WA (Metro)",173,1 
"53","45320","44060","WA"," "," ","Metaline Falls town, WA","Spokane-Spokane Valley, WA (Metro)",238,1 
"53","45355"," ","WA"," "," ","Methow CDP, WA"," ",68,1 
"53","45495","42660","WA"," "," ","Midland CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",8962,1 
"53","45865","42660","WA"," "," ","Mill Creek city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",18229,1 
"53","45870","42660","WA"," "," ","Mill Creek East CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",15709,1 
"53","45985","44060","WA"," "," ","Millwood town, WA","Spokane-Spokane Valley, WA (Metro)",1786,1 
"53","46020","42660","WA"," "," ","Milton city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",7121,1 
"53","46090","16500","WA"," "," ","Mineral CDP, WA","Centralia, WA (Micro)",202,1 
"53","46125","38900","WA"," "," ","Minnehaha CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",9771,1 
"53","46215","42660","WA"," "," ","Mirrormont CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",3659,1 
"53","46405","10140","WA"," "," ","Moclips CDP, WA","Aberdeen, WA (Micro)",207,1 
"53","46685","42660","WA"," "," ","Monroe city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",17304,1 
"53","46725","42660","WA"," "," ","Monroe North CDP, WA","Seattle-Tacoma-Bellevue, WA (Metro)",1666,1 
"53","46895","10140","WA"," "," ","Montesano city, WA","Aberdeen, WA (Micro)",4005,1 
"53","47175","16500","WA"," "," ","Morton city, WA","Centralia, WA (Micro)",1126,1 
"53","47245","34180","WA"," "," ","Moses Lake city, WA","Moses Lake, WA (Micro)",20366,1 
"53","47280","34180","WA"," "," ","Moses Lake North CDP, WA","Moses Lake, WA (Micro)",4418,1 
"53","47315","16500","WA"," "," ","Mossyrock city, WA","Centralia, WA (Micro)",759,1 
"53","47490","42660","WA"," "," ","Mountlake Terrace city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",19909,1 
"53","47560","34580","WA"," "," ","Mount Vernon city, WA","Mount Vernon-Anacortes, WA (Metro)",31733,1 
"53","47630","38900","WA"," "," ","Mount Vista CDP, WA","Portland-Vancouver-Hillsboro, OR-WA (Metro)",7850,1 
"53","47665","49420","WA"," "," ","Moxee city, WA","Yakima, WA (Metro)",3421,1 
"53","47735","42660","WA"," "," ","Mukilteo city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",20254,1 
"53","47805","49420","WA"," "," ","Naches town, WA","Yakima, WA (Metro)",795,1 
"53","47980","16500","WA"," "," ","Napavine city, WA","Centralia, WA (Micro)",1766,1 
"53","48015"," ","WA"," "," ","Naselle CDP, WA"," ",419,1 
"53","48225","14740","WA"," "," ","Navy Yard City CDP, WA","Bremerton-Silverdale, WA (Metro)",2477,1 
"53","48295","38820","WA"," "," ","Neah Bay CDP, WA","Port Angeles, WA (Micro)",865,1 
"53","48330","10140","WA"," "," ","Neilton CDP, WA","Aberdeen, WA (Micro)",315,1 
"53","48540"," ","WA"," "," ","Nespelem town, WA"," ",236,1 
"53","48550"," ","WA"," "," ","Nespelem Community CDP, WA"," ",253,1 
"53","48645","42660","WA"," "," ","Newcastle city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",10380,1 
"53","48820","44060","WA"," "," ","Newport city, WA","Spokane-Spokane Valley, WA (Metro)",2151,1 
"53","49030","49420","WA"," "," ","Nile CDP, WA","Yakima, WA (Metro)",140,1 
"53","49193","36500","WA"," "," ","Nisqually Indian Community CDP, WA","Olympia-Tumwater, WA (Metro)",575,1 
"53","49275","13380","WA"," "," ","Nooksack city, WA","Bellingham, WA (Metro)",1338,1 
"53","49415","42660","WA"," "," ","Normandy Park city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",6335,1 
"53","49485","42660","WA"," "," ","North Bend city, WA","Seattle-Tacoma-Bellevue, WA (Metro)",5758,1 
